"uniqueID","stream","site_type","date_MI_sampling","identified_taxa","lowest_level_identified","phylum","subphylum","class","order","family","tribe_subfamily","genus","species","number_of_kicks","abundance_absolut"
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,5,1
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,5,2
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,5,1
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,5,13
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,5,1
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,10,6
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Dolichopodidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Dolichopodidae",NA,NA,NA,5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,10,1
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,5,2
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Dryops sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ",NA,5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",10,1
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",10,1
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Dryops ernesti","S","Arthropoda","Hexapoda","Insecta","Coleoptera","Dryopidae",NA,"Dryops ","Dryops ernesti",5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",5,1
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Dugesia gonocephala","S","Plathelminthes",NA,"Turbellaria","Tricladida","Dugesiidae",NA,"Dugesia","Dugesia gonocephala",5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",10,9
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",10,4
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",10,33
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",10,8
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",5,3
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",5,3
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",5,1
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",5,1
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Eiseniella tetraedra","S","Annelida",NA,"Clitellata","Haplitaxida","Lumbricidae",NA,"Eiseniella ","Eiseniella tetraedra",5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,10,16
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,10,25
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,10,288
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,10,63
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,10,231
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,10,51
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,10,32
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,5,2
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,5,20
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,5,19
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,5,11
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,5,26
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Elmis sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Elmidae",NA,"Elmis",NA,5,22
