"group","family","genus","taxa_link","Rang","sensitivity","generation_time","refuge","exposition"
"Plecoptera","Leuctridae","Leuctra","Leuctra hirsuta","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra hispanica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra iliberis","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra illiesi","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra inermis","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra inermis-Gr.","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra insubrica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra istenicae","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra jahorinensis","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra joani","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra joosti","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra karcali","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra kempnyi","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra ketamensis","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra khroumiriensis","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra kumanskii","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra kurui","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra kykladica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra lamellosa","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra leptogaster","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra leptogaster/major","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra ligurica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra lusitanica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra madritensis","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra major","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra major/stupeningi","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra malcor","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra malickyi","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra marani","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra marilouae","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra marinettae","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra maroccana","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra martynovi","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra medjerdensis","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra meridionalis","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra metsovonica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra microstyla ssp.","subspecies",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra minoica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra minuta ssp.","subspecies",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra moreae","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra mortoni ssp.","subspecies",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra moselyi","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra nigra","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra niveola","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra occitana","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra olympia","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra pasquinii","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra prima","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra pseudocingulata","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra pseudocylindrica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra pseudohippopus","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra pseudorosinae","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra pseudosignifera","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra pusilla","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra quadrimaculata","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra queyrassiana ssp.","subspecies",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra rauscheri","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra ravizzai","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra rhodoica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra rosinae","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra sanainica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra sartorii","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra schistocerca","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra schmidi","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra sesvenna","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra signifera","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra silana","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra simplex","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra sipahilerae","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra sp.","genus",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra stupeningi","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra subalpina","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra svanetica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra tarnogradskii","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra teriolensis","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra theischingeri","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra thomasi","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra torrenticola","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra transsylvanica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra tunisica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra uncinata","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra vaillanti","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra vesulensis","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra vinconi ssp.","subspecies",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra wilmae","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra zangezurica","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra zhiltzovae","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctra","Leuctra zwicki","species",0.38,1,1,1
"Plecoptera","Leuctridae","Leuctridae","Leuctridae Gen. sp.","family",0.38,1,1,1
"Plecoptera","Leuctridae","Pachyleuctra","Pachyleuctra benllochi","species",0.38,1,1,1
"Plecoptera","Leuctridae","Pachyleuctra","Pachyleuctra bertrandi","species",0.38,1,1,1
"Plecoptera","Leuctridae","Pachyleuctra","Pachyleuctra ribauti","species",0.38,1,1,1
"Plecoptera","Leuctridae","Pachyleuctra","Pachyleuctra sp.","genus",0.38,1,1,1
"Plecoptera","Leuctridae","Tyrrhenoleuctra","Tyrrhenoleuctra minuta","species",0.38,1,1,1
"Plecoptera","Leuctridae","Tyrrhenoleuctra","Tyrrhenoleuctra minuta/tangerina","species",0.38,1,1,1
"Plecoptera","Leuctridae","Tyrrhenoleuctra","Tyrrhenoleuctra sp.","genus",0.38,1,1,1
"Plecoptera","Leuctridae","Tyrrhenoleuctra","Tyrrhenoleuctra tangerina","species",0.38,1,1,1
"Plecoptera","Leuctridae","Tyrrhenoleuctra","Tyrrhenoleuctra zavattarii","species",0.38,1,1,1
"Plecoptera","Nemouridae","Nemouridae","Nemouridae Gen. sp.","family",0.25,1,0,1
"Plecoptera","Perlidae","Agnetina","Agnetina elegantula","species",0.38,1,1,1
"Plecoptera","Perlidae","Agnetina","Agnetina senilis","species",0.38,1,1,1
"Plecoptera","Perlidae","Agnetina","Agnetina sp.","genus",0.38,1,1,1
"Plecoptera","Perlidae","Agnetina","Agnetina werneri","species",0.38,1,1,1
"Plecoptera","Perlidae","Dinocras","Dinocras cephalotes","species",0.38,1,1,1
"Plecoptera","Perlidae","Dinocras","Dinocras cephalotes/megacephala","species",0.38,1,1,1
"Plecoptera","Perlidae","Dinocras","Dinocras ferreri","species",0.38,1,1,1
"Plecoptera","Perlidae","Dinocras","Dinocras megacephala","species",0.38,1,1,1
"Plecoptera","Perlidae","Dinocras","Dinocras sp.","genus",0.38,1,1,1
"Plecoptera","Perlidae","Eoperla","Eoperla ochracea","species",0.38,1,1,1
"Plecoptera","Perlidae","Eoperla","Eoperla sp.","genus",0.38,1,1,1
"Plecoptera","Perlidae","Helenoperla","Helenoperla malickyi","species",0.38,1,1,1
"Plecoptera","Perlidae","Helenoperla","Helenoperla sp.","genus",0.38,1,1,1
"Plecoptera","Perlidae","Marthamea","Marthamea selysii","species",0.38,1,1,1
"Plecoptera","Perlidae","Marthamea","Marthamea sp.","genus",0.38,1,1,1
"Plecoptera","Perlidae","Marthamea","Marthamea vitripennis","species",0.38,1,1,1
"Plecoptera","Perlidae","Paragnetina","Paragnetina flavotincta","species",0.38,1,1,1
"Plecoptera","Perlidae","Paragnetina","Paragnetina sp.","genus",0.38,1,1,1
"Plecoptera","Perlidae","Paragnetina","Paragnetina spinulifera","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla abdominalis","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla bipunctata","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla bipunctata/grandis","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla carantana","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla caucasica","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla grandis","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla hrovati","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla illiesi","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla kiritshenkoi","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla madritensis","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla marginata","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla marginata/pallida","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla pallida","species",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla sp.","genus",0.38,1,1,1
"Plecoptera","Perlidae","Perla","Perla zwicki","species",0.38,1,1,1
"Plecoptera","Perlidae","Perlidae","Perlidae Gen. sp.","family",0.38,1,1,1
"Plecoptera","Perlodidae","Afroperlodes","Afroperlodes lecerfi","species",0.38,1,1,1
"Plecoptera","Perlodidae","Afroperlodes","Afroperlodes sp.","genus",0.38,1,1,1
"Plecoptera","Perlodidae","Arcynopteryx","Arcynopteryx altaica","species",0.38,1,1,1
"Plecoptera","Perlodidae","Arcynopteryx","Arcynopteryx compacta","species",0.38,1,1,1
"Plecoptera","Perlodidae","Arcynopteryx","Arcynopteryx sp.","genus",0.38,1,1,1
"Plecoptera","Perlodidae","Besdolus","Besdolus bicolor","species",0.38,1,1,1
"Plecoptera","Perlodidae","Besdolus","Besdolus illyricus","species",0.38,1,1,1
"Plecoptera","Perlodidae","Besdolus","Besdolus imhoffi","species",0.38,1,1,1
"Plecoptera","Perlodidae","Besdolus","Besdolus ravizzarum","species",0.38,1,1,1
"Plecoptera","Perlodidae","Besdolus","Besdolus sp.","genus",0.38,1,1,1
"Plecoptera","Perlodidae","Besdolus","Besdolus ventralis","species",0.38,1,1,1
"Plecoptera","Perlodidae","Bulgaroperla","Bulgaroperla mirabilis ssp.","subspecies",0.38,1,1,1
"Plecoptera","Perlodidae","Bulgaroperla","Bulgaroperla sp.","genus",0.38,1,1,1
"Plecoptera","Perlodidae","Dictyogenus","Dictyogenus alpinum","species",0.38,1,1,1
"Plecoptera","Perlodidae","Dictyogenus","Dictyogenus fontium","species",0.38,1,1,1
"Plecoptera","Perlodidae","Dictyogenus","Dictyogenus sp.","genus",0.38,1,1,1
"Plecoptera","Perlodidae","Diura","Diura bicaudata","species",0.38,1,1,1
"Plecoptera","Perlodidae","Diura","Diura majuscula","species",0.38,1,1,1
"Plecoptera","Perlodidae","Diura","Diura nanseni","species",0.38,1,1,1
"Plecoptera","Perlodidae","Diura","Diura sp.","genus",0.38,1,1,1
"Plecoptera","Perlodidae","Filchneria","Filchneria balcarica","species",0.38,1,1,1
"Plecoptera","Perlodidae","Filchneria","Filchneria sp.","genus",0.38,1,1,1
"Plecoptera","Perlodidae","Guadalgenus","Guadalgenus franzi","species",0.38,1,1,1
"Plecoptera","Perlodidae","Guadalgenus","Guadalgenus sp.","genus",0.38,1,1,1
"Plecoptera","Perlodidae","Hemimelaena","Hemimelaena flaviventris","species",0.38,1,1,1
"Plecoptera","Perlodidae","Hemimelaena","Hemimelaena sp.","genus",0.38,1,1,1
"Plecoptera","Perlodidae","Isogenus","Isogenus nubecula","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isogenus","Isogenus sp.","genus",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla acicularis","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla albanica","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla altaica","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla ambigua","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla andreinii","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla armeniaca","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla auberti","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla belai","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla bipartita","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla bithynica","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla breviptera","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla buresi","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla carbonaria","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla carpathica","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla chius","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla curtata","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla difformis","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla flava","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla goertzi","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla grammatica","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla grammatica-Gr.","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla hyblaea","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla ikariae","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla illyrica","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla ilvana","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla inermis","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla insularis","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla kir","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla kozlovi","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla lesbica","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla lugens","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla luzoni","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla moselyi","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla nevada","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla obscura","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla oenotriae","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla orobica","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla oxylepis ssp.","subspecies",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla pallida","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla pawlowskii","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla pusilla","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla rhododendri","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla rivulorum","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla russevi","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla saccai","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla silesica","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla sp.","genus",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla submontana","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla sudetica","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla tripartita ssp.","subspecies",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla vevcianensis","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla viridinervis","species",0.38,1,1,1
"Plecoptera","Perlodidae","Isoperla","Isoperla zwicki","species",0.38,1,1,1
"Plecoptera","Perlodidae","Perlodes","Perlodes dispar","species",0.38,1,1,1
"Plecoptera","Perlodidae","Perlodes","Perlodes dispar/microcephalus","species",0.38,1,1,1
"Plecoptera","Perlodidae","Perlodes","Perlodes intricatus","species",0.38,1,1,1
"Plecoptera","Perlodidae","Perlodes","Perlodes jurassicus","species",0.38,1,1,1
"Plecoptera","Perlodidae","Perlodes","Perlodes microcephalus","species",0.38,1,1,1
"Plecoptera","Perlodidae","Perlodes","Perlodes sp.","genus",0.38,1,1,1
"Plecoptera","Perlodidae","Perlodidae","Perlodidae Gen. sp.","family",0.38,1,1,1
"Plecoptera","Plecoptera","Plecoptera","Plecoptera Gen. sp.","group",0.38,1,1,1
"Plecoptera","Systellognatha","Perlidae/Perlodidae","Perlidae/Perlodidae Gen. sp.","genus",0.38,1,1,1
"Plecoptera","Systellognatha","Systellognatha","Systellognatha Gen. sp.","family",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera algirica ssp.","subspecies",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera ankara","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera arcuata","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera auberti","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera beali ssp.","subspecies",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera berkii","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera braueri","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera brevipennis","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera bulgarica","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera calabrica","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera demirsoyi","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera dinarica","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera graeca","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera helenica","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera macedonica","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera monilicornis","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera phthiotica","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera putata","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera risi","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera seticornis","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera sislii","species",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera sp.","genus",0.38,1,1,1
"Plecoptera","Taeniopterygidae","Brachyptera","Brachyptera starmachi","species",0.38,1,1,1
